"player","yrs_in_school","school","conf","g","comp","att","pct","yds","yds_per_att","td","int","adj_yds_per_att","rate","rush_att","rush_yds","rush_avg","rush_td","major_conf"
"Craig Stump",4,"Texas A&M","SWC",44,0,0,NA,2718,Inf,0,0,Inf,Inf,132,227,1.7,0,"0"
"Craig Whelihan",3,"Pacific","Big West",20,300,591,0.507614213,3797,6.424703892,27,20,5.815566836,113.0368866,80,-75,-0.9,3,"0"
"Cullen Harper",4,"Clemson","ACC",31,518,815,0.635582822,5762,7.06993865,42,20,6.996319018,135.0439264,131,-213,-1.6,5,"1"
"Curt Caldarera",2,"Louisiana","Southland",11,98,199,0.492462312,1426,7.165829146,6,12,5.055276382,107.3286432,62,7,0.1,0,"0"
"Curtis Painter",4,"Purdue","Big Ten",46,987,1648,0.598907767,11163,6.773665049,67,46,6.330703883,124.623301,225,348,1.5,13,"1"
"Cyler Miles",2,"Washington","Pac-12",20,256,390,0.656410256,2815,7.217948718,21,6,7.602564103,140.9641026,141,507,3.6,4,"1"
"D. Bryant",2,"Duke","ACC",22,316,642,0.492211838,3902,6.07788162,16,27,4.683800623,100.0884735,162,-81,-0.5,4,"1"
"Dak Prescott",4,"Mississippi State","SEC",49,734,1169,0.627887083,9376,8.020530368,70,23,8.332763045,145.9866553,536,2521,4.7,41,"1"
"Dallas Davis",3,"South Alabama","Sun Belt",25,309,546,0.565934066,4169,7.635531136,20,20,6.71978022,125.4937729,158,260,1.6,4,"0"
"Dalton Sturm",4,"UTSA","CUSA",35,481,810,0.59382716,5775,7.12962963,49,18,7.339506173,134.7901235,360,1222,3.4,7,"0"
"Dalton Williams",1,"Akron","MAC",12,326,522,0.624521073,3387,6.488505747,25,16,6.067049808,126.6298851,29,-125,-4.3,0,"0"
"Dameyune Craig",4,"Auburn","SEC",41,427,782,0.546035806,6026,7.705882353,39,24,7.322250639,129.6526854,270,429,1.6,19,"1"
"Damian Allen",4,"Vanderbilt","SEC",37,310,702,0.441595442,3757,5.351851852,17,28,4.041310541,89.12934473,241,29,0.1,4,"1"
"Damian Williams",5,"Texas State","Sun Belt",29,262,450,0.582222222,2767,6.148888889,17,11,5.804444444,117.4506667,187,387,2.1,7,"0"
"Damon Allen",4,"Cal State Fullerton","PCAA",46,322,629,0.511923688,4218,6.705882353,27,11,6.777424483,118.1895072,269,435,1.6,10,"0"
"Damon Huard",4,"Washington","Pac-10",37,458,764,0.59947644,5692,7.45026178,34,28,6.691099476,129.8858639,177,121,0.7,6,"1"
"Dan Ellis",4,"Virginia","ACC",27,291,507,0.573964497,3974,7.8382643,28,16,7.522682446,135.1510848,136,60,0.4,2,"1"
"Dan Enos",4,"Michigan State","Big Ten",43,297,478,0.621338912,3837,8.027196653,13,25,6.217573222,128.0769874,245,464,1.9,14,"1"
"Dan Freiburger",4,"SMU","SWC",36,349,627,0.55661882,3769,6.011164274,20,19,5.285486443,110.6213716,135,-515,-3.8,1,"0"
"Dan Gonzalez",4,"East Carolina","CUSA",26,346,610,0.567213115,3868,6.340983607,23,16,5.914754098,117.1822951,105,-108,-1,1,"0"
"Dan Henning",3,"Maryland","ACC",23,353,641,0.550702028,4560,7.113884555,24,23,6.248049922,120.0062402,118,-97,-0.8,1,"1"
"Dan Lefevour",4,"Central Michigan","MAC",53,1171,1763,0.664208735,12905,7.319909246,102,36,7.558139535,142.9166194,671,2948,4.4,47,"0"
"Dan Manucci",2,"Kansas State","Big 8",22,164,334,0.491017964,2505,7.5,11,27,4.520958084,106.8023952,157,-40,-0.3,5,"0"
"Dan Marino",4,"Pitt","Ind",48,693,1204,0.575581395,8597,7.140365449,79,69,5.873754153,127.7282392,117,-277,-2.4,3,"0"
"Dan McGwire",4,"San Diego State","WAC",47,575,973,0.590955807,8164,8.390544707,49,30,8.010277492,140.0283659,109,-456,-4.2,3,"0"
"Dan Nicholson",4,"Northern Illinois","MAC",29,312,527,0.592030361,3559,6.753320683,23,25,5.491461101,120.8455408,70,-186,-2.7,2,"0"
"Dan O'Dell",4,"San Jose State","WAC",43,156,319,0.489028213,2088,6.545454545,20,15,5.68338558,115.169906,74,-8,-0.1,3,"0"
"Dan Orlovsky",4,"Connecticut","Big East",46,916,1567,0.584556477,10706,6.832163369,84,51,6.439693682,127.0264199,143,-285,-2,6,"1"
"Dan Persa",4,"Northwestern","Big Ten",41,460,633,0.726698262,5181,8.184834123,34,13,8.334913112,155.0401264,294,716,2.4,10,"1"
"Dan Robinson",3,"Hawaii","WAC",25,453,914,0.495623632,6038,6.606126915,39,30,5.98249453,112.5702407,144,-118,-0.8,6,"0"
"Dan Speltz",2,"Cal State Fullerton","Big West",22,350,583,0.600343053,4595,7.881646655,33,19,7.547169811,138.4013722,153,-245,-1.6,3,"0"
"Dan White",3,"Arizona","Pac-10",32,422,800,0.5275,5446,6.8075,40,24,6.4575,120.433,134,-389,-2.9,3,"1"
"Dane Evans",4,"Tulsa","American",46,904,1577,0.57324033,11680,7.406467977,84,47,7.130627774,131.1553583,244,72,0.3,10,"0"
"Daniel Dixon",4,"UAB","CUSA",37,260,540,0.481481481,3085,5.712962963,12,27,3.907407407,93.47037037,295,302,1,13,"0"
"Daniel Evans",4,"North Carolina State","ACC",30,370,681,0.543318649,4004,5.87958884,19,29,4.521292217,104.4105727,76,-142,-1.9,1,"1"
"Daniel Ford",3,"Arizona State","Pac-10",28,224,440,0.509090909,3085,7.011363636,22,26,5.352272727,114.4863636,79,-98,-1.2,1,"1"
"Daniel Jeremiah",1,"Louisiana-Monroe","Ind",10,120,229,0.524017467,1450,6.331877729,9,7,5.742358079,112.4454148,45,96,2.1,1,"0"
"Daniel Jones",3,"Duke","ACC",25,527,883,0.596828992,5527,6.259343148,30,20,5.919592299,118.9431484,302,1004,3.3,14,"1"
"Daniel Meager",4,"North Texas","Sun Belt",29,262,473,0.553911205,2555,5.401691332,12,22,3.816067653,99.83509514,136,122,0.9,1,"0"
"Daniel Raudabaugh",4,"Miami (OH)","MAC",31,511,916,0.557860262,5352,5.84279476,24,29,4.942139738,107.1799127,93,-38,-0.4,0,"0"
"Danny Barrett",4,"Cincinnati","Ind",44,352,658,0.534954407,4407,6.697568389,27,37,4.987841945,112.049848,234,-120,-0.5,4,"0"
"Danny Embick",3,"Florida Atlantic","Sun Belt",27,169,319,0.529780564,2309,7.238244514,17,17,5.905956113,120.70721,121,275,2.3,2,"0"
"Danny Etling",5,"LSU","SEC",37,563,973,0.578622816,7076,7.272353546,43,19,7.277492292,129.6283659,201,70,0.3,7,"1"
"Danny Kanell",4,"Florida State","ACC",45,529,851,0.621621622,6372,7.487661575,57,26,7.452408931,141.0514689,55,-196,-3.6,1,"1"
"Danny McCoin",4,"Cincinnati","Ind",44,544,899,0.605116796,6801,7.565072303,39,26,7.131256952,132.5899889,192,-591,-3.1,10,"0"
"Danny McManus",4,"Florida State","Ind",27,248,455,0.545054945,3390,7.450549451,25,14,7.164835165,129.0681319,38,-3,-0.1,5,"0"
"Danny O'Brien",3,"Wisconsin","Big Ten",29,394,689,0.571843251,4609,6.689404935,32,19,6.377358491,123.1866473,79,-73,-0.9,3,"1"
"Danny O'Neil",4,"Oregon","Pac-10",40,636,1132,0.561837456,8301,7.333038869,62,37,6.957597173,129.3183746,317,-177,-0.6,5,"1"
"Danny Smith",1,"Miami (OH)","MAC",11,92,195,0.471794872,982,5.035897436,6,10,3.343589744,89.37846154,20,-26,-1.3,0,"0"
"Danny Sparkman",3,"Memphis","Ind",33,328,662,0.495468278,4311,6.512084592,27,32,5.152567976,108.0398792,192,54,0.3,0,"0"
"Danny Sullivan",4,"Arizona State","Pac-10",35,208,399,0.521303258,2348,5.884711779,13,12,5.182957393,106.2987469,33,-37,-1.1,3,"1"
"Danny Wimprine",4,"Memphis","CUSA",46,808,1469,0.550034037,10215,6.953710007,81,49,6.555479918,124.9394146,279,419,1.5,11,"0"
"Danny Wuerffel",4,"Florida","SEC",46,708,1170,0.605128205,10875,9.294871795,114,42,9.628205128,163.5641026,185,-375,-2,8,"1"
"Darell Garretson",5,"Oregon State","Pac-12",30,418,711,0.58790436,4668,6.565400844,27,22,5.932489451,120.2829817,162,263,1.6,8,"1"
"Darian Durant",4,"North Carolina","ACC",44,701,1159,0.604831752,8754,7.553062985,68,38,7.251078516,136.7330457,316,875,2.8,11,"1"
"Darnell Arceneaux",4,"Utah","MWC",32,263,488,0.538934426,4020,8.237704918,26,21,7.366803279,132.0655738,224,738,3.3,10,"0"
"Darrell Bevell",4,"Wisconsin","Big Ten",45,646,1052,0.614068441,7686,7.30608365,59,39,6.759505703,133.8711027,130,-209,-1.6,3,"1"
"Darrell Hackney",4,"UAB","CUSA",41,694,1246,0.556982343,9886,7.934189406,71,33,7.882022472,135.8526485,255,92,0.4,6,"0"
"Darrell Martin",3,"Memphis","Ind",33,100,261,0.383141762,1157,4.432950192,6,25,0.582375479,63.98007663,141,-40,-0.3,0,"0"
"Darrell Ray Dickey",4,"Kansas State","Big 8",44,319,640,0.4984375,4118,6.434375,23,43,4.1296875,102.314375,281,428,1.5,7,"0"
"Darren Studstill",4,"West Virginia","Big East",36,241,456,0.528508772,3158,6.925438596,27,23,5.839912281,120.4763158,185,610,3.3,6,"1"
"Darron Thomas",3,"Oregon","Pac-12",31,449,733,0.61255116,5910,8.062755798,66,17,8.819918145,154.0572988,162,719,4.4,9,"1"
"Daryll Clark",4,"Penn State","Big Ten",41,444,738,0.601626016,5742,7.780487805,43,16,7.970189702,140.4102981,190,619,3.3,22,"1"
"Daunte Culpepper",3,"UCF","Ind",33,721,1097,0.657247037,9341,8.515041021,72,32,8.515041021,153.0760255,371,1003,2.7,19,"0"
"Dave Barr",4,"California","Pac-10",46,481,763,0.630406291,6039,7.914809961,45,31,7.266055046,140.8618611,153,-348,-2.3,1,"1"
"Dave Boisture",4,"Holy Cross","Ind",44,259,510,0.507843137,3112,6.101960784,9,27,4.07254902,97.27607843,222,212,1,6,"0"
"Dave Brown",3,"Duke","ACC",29,463,845,0.547928994,5717,6.765680473,42,33,6.002366864,120.2163314,147,53,0.4,7,"1"
"Dave Kramme",4,"Indiana","Big Ten",46,195,362,0.538674033,2732,7.546961326,11,18,5.917127072,117.3447514,145,-100,-0.7,3,"1"
"Dave Kruse",2,"Western Michigan","MAC",23,160,351,0.455840456,1990,5.66951567,7,22,3.247863248,87.25356125,47,-95,-2,1,"0"
"Dave Osborn",4,"New Mexico","WAC",46,190,412,0.461165049,2737,6.643203883,24,23,5.296116505,109.9776699,353,973,2.8,13,"0"
"Dave Rader",3,"Tulsa","MVC",34,158,333,0.474474474,2655,7.972972973,21,9,8.018018018,129.8258258,255,447,1.8,10,"0"
"Dave Ragone",4,"Louisville","CUSA",41,685,1180,0.580508475,8564,7.257627119,74,29,7.405932203,134.7945763,326,597,1.8,9,"0"
"Dave Schnell",4,"Indiana","Big Ten",47,406,722,0.56232687,5470,7.576177285,27,31,6.391966759,123.6260388,262,603,2.3,15,"1"
"Dave Shinskie",3,"Boston College","ACC",19,196,386,0.507772021,2670,6.917098446,20,20,5.621761658,115.6165803,42,-99,-2.4,1,"1"
"Dave Telford",2,"Fresno State","Big West",20,234,414,0.565217391,2970,7.173913043,13,16,6.062801932,119.4154589,86,-8,-0.1,1,"0"
"Dave Warner",4,"Syracuse","Ind",44,209,415,0.503614458,2593,6.248192771,12,27,3.898795181,99.37638554,342,1139,3.3,16,"0"
"Dave Wilson",1,"Illinois","Big Ten",11,245,463,0.529157667,3154,6.812095032,19,15,6.174946004,117.2,40,-194,-4.9,1,"1"
"Dave Yarema",5,"Michigan State","Big Ten",42,464,767,0.604954368,5809,7.573663625,44,33,6.784876141,134.4401565,193,-540,-2.8,2,"1"
"Dave Ziebart",4,"Air Force","Ind",44,424,879,0.482366325,4789,5.448236633,27,54,3.298065984,91.8516496,461,722,1.6,6,"0"
"David Archer",2,"Iowa State","Big 8",22,359,647,0.554868624,4104,6.343122102,23,25,5.315301391,112.7721793,200,66,0.3,5,"0"
"David Ash",4,"Texas","Big 12",29,385,612,0.629084967,4728,7.725490196,31,18,7.41503268,138.6359477,162,379,2.3,5,"1"
"David Blough",3,"Purdue","Big Ten",31,566,967,0.585315408,6029,6.234746639,44,33,5.60910031,119.0936918,189,210,1.1,10,"1"
"David Carr",4,"Fresno State","WAC",36,565,901,0.627081021,7458,8.277469478,65,22,8.621531632,151.1622642,177,95,0.5,9,"0"
"David Chisum",2,"New Mexico State","Big West",21,299,579,0.516407599,3801,6.564766839,21,22,5.580310881,111.1544041,155,-279,-1.8,1,"0"
"David Dacus",2,"Houston","SWC",17,291,503,0.578528827,3446,6.850894632,21,17,6.16500994,122.4182903,82,-200,-2.4,0,"0"
"David Fales",2,"San Jose State","MWC",25,639,938,0.681236674,8382,8.936034115,66,22,9.287846482,161.7151386,90,-132,-1.5,2,"0"
"David Garrard",4,"East Carolina","CUSA",44,666,1169,0.569717707,9029,7.723695466,60,39,7.24893071,132.1159966,516,1209,2.3,21,"0"
"David Greene",4,"Georgia","SEC",51,849,1440,0.589583333,11528,8.005555556,72,32,8.005555556,138.2605556,204,-258,-1.3,5,"1"
"David Henderson",3,"Furman","Southern",29,257,464,0.55387931,3562,7.676724138,22,23,6.394396552,125.6051724,152,82,0.5,4,"0"
"David Johnson",4,"Tulsa","CUSA",32,299,463,0.645788337,4531,9.786177106,48,19,10.01295896,172.787041,108,232,2.1,4,"0"
"David Klingler",4,"Houston","SWC",32,726,1261,0.575733545,9430,7.478191911,91,38,7.565424266,138.1776368,170,-103,-0.6,2,"0"
"David Lowery",4,"San Diego State","WAC",47,426,800,0.5325,5998,7.4975,44,28,7.0225,127.379,118,-68,-0.6,4,"0"
"David Mashburn",1,"Western Carolina","Southern",11,84,167,0.502994012,1156,6.922155689,8,9,5.45508982,113.4754491,47,-7,-0.1,0,"0"
"David Neill",4,"Nevada","WAC",40,763,1376,0.554505814,10903,7.92369186,73,33,7.905523256,134.7203488,351,761,2.2,14,"0"
"David Norrie",3,"UCLA","Pac-10",35,144,233,0.618025751,1876,8.051502146,10,11,6.785407725,134.1562232,66,76,1.2,1,"1"
"David Page",2,"SMU","WAC",15,164,297,0.552188552,1750,5.892255892,12,13,4.730639731,109.2929293,131,120,0.9,4,"0"
"David Pevoto",3,"Army","Ind",14,144,263,0.547528517,1346,5.117870722,6,18,2.494296578,91.58326996,44,-30,-0.7,1,"0"
"David Piland",3,"Houston","American",21,478,833,0.573829532,5790,6.950780312,41,26,6.530612245,125.7695078,73,249,3.4,2,"0"
"David Priestley",3,"Pitt","Big East",28,314,541,0.580406654,4262,7.878003697,29,15,7.702402957,136.3600739,99,-98,-1,2,"1"
"David Rascoe",4,"Texas Christian","SWC",43,306,655,0.467175573,3696,5.642748092,23,36,3.871755725,94.71206107,438,768,1.8,11,"0"
"David Riley",4,"Ball State","MAC",44,398,670,0.594029851,4730,7.059701493,25,26,6.059701493,123.2567164,202,363,1.8,7,"0"
"David Spriggs",2,"New Mexico State","MVC",22,182,349,0.521489971,2710,7.76504298,17,27,5.257879656,117.9770774,174,275,1.6,4,"0"
"David Washington",3,"Old Dominion","CUSA",35,296,501,0.590818363,3991,7.966067864,39,8,8.804391218,148.4918164,108,338,3.1,1,"0"
"David Watford",3,"Virginia","ACC",26,277,505,0.548514851,2593,5.134653465,11,19,3.877227723,97.64594059,131,255,1.9,3,"1"
"David Webber",4,"Wake Forest","ACC",44,149,262,0.56870229,1499,5.721374046,4,15,3.450381679,98.51755725,76,-108,-1.4,0,"1"
"David Wolke",3,"Western Kentucky","Sun Belt",28,195,359,0.543175487,2228,6.206128134,13,18,4.674094708,108.3710306,170,682,4,8,"0"
"David Wolke",2,"Western Kentucky","Sun Belt",22,194,356,0.54494382,2200,6.179775281,13,17,4.761235955,108.9044944,169,660,3.9,8,"0"
"Davis Webb",4,"California","Pac-12",35,841,1367,0.615215801,9852,7.207022677,83,34,7.302121434,137.1227505,77,-100,-1.3,9,"1"
"Dayle Tate",2,"Penn State","Ind",12,93,179,0.519553073,1197,6.687150838,8,12,4.56424581,109.4681564,59,14,0.2,0,"0"
"Dayne Crist",4,"Kansas","Big 12",27,302,554,0.545126354,3640,6.570397112,20,18,5.83032491,115.1191336,89,8,0.1,4,"1"
"Dean May",4,"Louisville","Ind",44,328,702,0.467236467,4359,6.209401709,29,34,4.856125356,102.82849,140,-283,-2,4,"0"
"DeChane Cameron",4,"Clemson","ACC",40,257,470,0.546808511,3300,7.021276596,13,15,6.138297872,116.4042553,295,926,3.1,10,"1"
"Denard Robinson",4,"Michigan","Big Ten",49,427,747,0.571619813,6250,8.366800535,49,39,7.329317269,138.647925,723,4495,6.2,42,"1"
"Dennis Dixon",4,"Oregon","Pac-10",40,444,695,0.638848921,5129,7.379856115,38,21,7.113669065,137.8756835,258,1208,4.7,12,"1"
"Dennis Swearingen",4,"Ohio","MAC",42,330,603,0.547263682,3475,5.762852405,17,38,3.490878939,99.83416252,222,2,0,4,"0"
"Deondre Francois",3,"Florida State","ACC",14,254,433,0.586605081,3560,8.221709007,21,9,8.256351039,139.5704388,117,189,1.6,5,"1"
"Deontey Kenner",4,"Cincinnati","CUSA",42,517,961,0.53798127,6467,6.729448491,31,39,5.548387097,112.8541103,118,253,2.1,8,"0"
"Derek Anderson",4,"Oregon State","Pac-10",49,768,1515,0.506930693,11249,7.425082508,79,57,6.774917492,122.7469307,182,-533,-2.9,8,"1"
"Derek Carr",4,"Fresno State","MWC",44,1087,1630,0.666871166,12843,7.879141104,113,24,8.603067485,152.8044172,164,190,1.2,5,"0"
"Derek Dyer",3,"Louisiana","Ind",19,142,331,0.429003021,1889,5.70694864,9,17,3.939577039,89.53957704,170,363,2.1,5,"0"
"Derek Stott",3,"UNLV","Big West",33,335,644,0.520186335,4725,7.336956522,24,24,6.405279503,118.4937888,270,579,2.1,6,"0"
"Derek Thompson",5,"North Texas","CUSA",41,636,1055,0.602843602,7427,7.039810427,42,34,6.385781991,126.1107109,159,313,2,8,"0"
"Deron Smith",3,"Tulane","Ind",33,431,790,0.54556962,4910,6.215189873,37,31,5.386075949,114.3721519,181,210,1.2,6,"0"
"Derrick Taite",4,"Mississippi State","SEC",38,362,734,0.493188011,5232,7.128065395,38,25,6.630790191,119.46703,190,173,0.9,2,"1"
"Derrick Vickers",4,"Central Michigan","MAC",40,492,927,0.530744337,5388,5.812297735,34,23,5.429341963,109.0390507,223,359,1.6,5,"0"
"Deshaun Watson",3,"Clemson","ACC",38,814,1207,0.674399337,10168,8.424192212,90,32,8.722452361,157.507208,435,1934,4.4,26,"1"
"DeShone Kizer",2,"Notre Dame","Ind",25,422,695,0.607194245,5805,8.352517986,47,19,8.474820144,147.7294964,264,997,3.8,18,"1"
"Desmond Robinson",3,"East Carolina","CUSA",22,169,284,0.595070423,1630,5.73943662,4,17,3.327464789,100.3943662,100,162,1.6,3,"0"
"Devin Gardner",5,"Michigan","Big Ten",50,475,787,0.603557814,6336,8.050825921,44,32,7.339263024,138.3003812,342,916,2.7,24,"1"
"Devin Scott",4,"Temple","Big East",30,401,681,0.588839941,3947,5.795888399,21,24,4.826725404,110.69721,194,-19,-0.1,3,"1"
"D.J. Shockley",4,"Georgia","SEC",38,240,443,0.541760722,3555,8.0248307,34,9,8.645598194,142.8487585,154,643,4.2,7,"1"
"Dominique Davis",2,"East Carolina","CUSA",25,727,1103,0.659111514,7192,6.520398912,62,35,6.216681777,132.8855848,172,313,1.8,14,"0"
"Don King",3,"SMU","SWC",33,204,396,0.515151515,3056,7.717171717,13,12,7.01010101,121.1121212,222,680,3.1,6,"0"
"Don Majkowski",4,"Virginia","ACC",33,286,579,0.493955095,3901,6.737478411,22,29,5.243523316,108.5119171,245,731,3,12,"1"
"Don McPherson",4,"Syracuse","Ind",44,367,686,0.534985423,5812,8.472303207,46,26,8.10787172,139.2139942,492,1284,2.6,18,"0"
"Don Smith",4,"Mississippi State","SEC",44,342,738,0.463414634,5229,7.085365854,31,34,5.852303523,110.5062331,485,1868,3.9,21,"1"
"Don Wallace",4,"Louisiana","Ind",33,199,392,0.507653061,2701,6.890306122,15,27,4.556122449,107.4959184,335,699,2.1,13,"0"
"Donald Sellers",2,"New Mexico","WAC",21,278,451,0.616407982,3741,8.294900222,21,6,8.627494457,144.0230599,303,1251,4.1,18,"0"
"Dondrial Pinkins",5,"South Carolina","SEC",39,265,504,0.525793651,3459,6.863095238,18,18,5.970238095,114.8722222,224,754,3.4,8,"1"
"Donnie Davis",4,"Georgia Tech","ACC",30,270,478,0.564853556,3261,6.822175732,22,18,6.048117155,121.4485356,176,749,4.3,7,"1"
"Donnie Schexnider",2,"Louisiana","Ind",13,117,218,0.536697248,1366,6.266055046,10,8,5.532110092,114.1027523,118,287,2.4,1,"0"
"Donny Harrison",5,"Ohio","MAC",55,334,591,0.565143824,3856,6.524534687,18,26,5.153976311,112.5725888,351,461,1.3,6,"0"
"Donovan McNabb",4,"Syracuse","Big East",45,548,938,0.584221748,8389,8.943496802,77,26,9.337953092,155.0933902,465,1561,3.4,19,"1"
"Donovan Porterie",4,"New Mexico","MWC",37,614,1058,0.580340265,6756,6.38563327,33,29,5.775992439,116.48431,196,-41,-0.2,2,"0"
"Doug Allen",2,"San Jose State","PCAA",19,155,330,0.46969697,1845,5.590909091,5,19,3.303030303,87.41818182,102,212,2.1,1,"0"
"Doug Downing",4,"Purdue","Big Ten",45,177,359,0.493036212,1907,5.311977716,12,18,3.724233983,94.9270195,82,-33,-0.4,1,"1"
"Doug Flutie",4,"Boston College","Ind",46,690,1308,0.527522936,10759,8.225535168,70,56,7.369266055,130.9446483,291,969,3.3,7,"0"
"Doug Freed",3,"Ball State","MAC",33,223,444,0.502252252,2516,5.666666667,12,21,4.078828829,97.28468468,145,105,0.7,3,"0"
"Doug Gaynor",2,"Long Beach State","PCAA",22,569,836,0.68062201,6793,8.125598086,35,35,7.078947368,141.7598086,230,-83,-0.4,10,"0"
"Doug Johnson",4,"Florida","SEC",37,504,907,0.55567806,7114,7.843439912,62,36,7.424476295,136.0723264,100,-372,-3.7,3,"1"
"Doug Marzonie",3,"Pennsylvania","Ivy",29,161,387,0.416020672,2013,5.201550388,10,29,2.34625323,78.83514212,175,162,0.9,4,"0"
"Doug Robertson",1,"UNLV","Ind",11,72,173,0.416184971,1104,6.38150289,7,4,6.150289017,103.9514451,74,-35,-0.5,4,"0"
"Doug Samuels",4,"Utah State","PCAA",44,236,473,0.498942918,3176,6.714587738,22,26,5.171247357,110.6520085,119,-426,-3.6,1,"0"
"Doug Strang",4,"Penn State","Ind",42,202,438,0.461187215,2966,6.771689498,24,20,5.812785388,111.9506849,125,129,1,8,"0"
"Drew Bledsoe",3,"Washington State","Pac-10",30,532,979,0.543411645,7373,7.531154239,46,34,6.908069459,126.1626149,162,-173,-1.1,10,"1"
"Drew Brees",4,"Purdue","Big Ten",45,1026,1678,0.611442193,11792,7.027413588,90,45,6.893325387,132.5106079,253,900,3.6,14,"1"
"Drew Hare",4,"Northern Illinois","MAC",30,400,651,0.614439324,4862,7.468509985,37,6,8.19047619,141.0918587,284,1201,4.2,11,"0"
"Drew Lock",3,"Missouri","SEC",37,608,1116,0.544802867,8695,7.791218638,71,31,7.813620072,135.3655914,147,262,1.8,3,"1"
"Drew Olson",4,"UCLA","Pac-10",45,664,1148,0.578397213,8532,7.432055749,67,32,7.344947735,133.9536585,199,-208,-1,2,"1"
"Drew Stanton",4,"Michigan State","Big Ten",45,543,846,0.641843972,6524,7.711583924,42,28,7.215130024,138.7252955,332,1512,4.6,15,"1"
"Drew Tate",4,"Iowa","Big Ten",41,665,1090,0.610091743,8292,7.60733945,61,34,7.32293578,137.1401835,187,135,0.7,3,"1"
"Drew Weatherford",5,"Florida State","ACC",41,644,1128,0.570921986,7567,6.708333333,39,32,6.12322695,119.1780142,192,39,0.2,7,"1"
"Drew Willy",4,"Buffalo","MAC",44,849,1322,0.642208775,8748,6.617246596,52,30,6.382753404,128.2475038,275,-193,-0.7,7,"0"
"Driphus Jackson",4,"Rice","CUSA",44,420,732,0.573770492,5912,8.076502732,48,16,8.404371585,142.4874317,303,810,2.7,6,"0"
"Dru Brown",2,"Hawaii","MWC",25,463,747,0.619812584,5273,7.058902276,37,15,7.145917001,133.6053548,146,313,2.1,6,"0"
"Dustin Almond",4,"Southern Mississippi","CUSA",46,538,1052,0.511406844,7342,6.979087452,51,28,6.75095057,120.439924,262,260,1,13,"0"
"Dustin Grutza",4,"Cincinnati","Big East",30,388,646,0.600619195,4476,6.92879257,29,25,6.085139319,125.3380805,223,369,1.7,4,"1"
"Dustin Long",2,"Texas A&M","Big 12",24,240,437,0.549199085,3218,7.363844394,23,22,6.151029748,124.0759725,70,-21,-0.3,1,"1"
"Dusty Bonner",2,"Kentucky","SEC",19,313,479,0.653444676,3380,7.056367432,26,13,6.920668058,137.1022965,113,-143,-1.3,3,"1"
"Dutch Hoffman",2,"West Virginia","Ind",22,105,242,0.433884298,1477,6.103305785,9,21,2.94214876,89.57355372,138,-17,-0.1,3,"0"
"Dwight Dasher",4,"Middle Tennessee State","Sun Belt",41,470,853,0.550996483,5643,6.615474795,40,38,5.548651817,117.2347011,536,2419,4.5,24,"0"
"Dwight Prudhomme",4,"Louisiana","Ind",30,175,386,0.453367876,2298,5.953367876,15,28,3.466321244,93.6611399,120,64,0.5,5,"0"
"Dylan Meier",4,"Kansas State","Big 12",39,204,369,0.552845528,2289,6.203252033,12,11,5.512195122,112.1615176,104,382,3.7,9,"1"
"Dylan Thompson",4,"South Carolina","SEC",36,390,669,0.582959641,5391,8.058295964,40,16,8.177877429,140.9333333,122,-6,0,9,"1"
"Dylen Smith",2,"Kansas","Big 12",23,275,569,0.483304042,3562,6.260105448,22,18,5.609841828,107.3476274,222,522,2.4,11,"1"
"Earle Mulrane",3,"Army","Ind",33,173,403,0.429280397,2151,5.337468983,10,24,3.153846154,84.04069479,121,-18,-0.1,4,"0"
"Ed Blount",4,"Washington State","Pac-10",36,136,264,0.515151515,2087,7.90530303,12,11,6.939393939,124.5863636,169,442,2.6,7,"1"
"Ed Luther",4,"San Jose State","PCAA",45,600,1118,0.53667263,7190,6.431127013,47,52,5.178890877,112.2593918,112,-209,-1.9,8,"0"
"Ed McMichael",3,"Rutgers","Ind",34,292,474,0.616033755,3584,7.561181435,20,20,6.506329114,130.6025316,122,-310,-2.5,0,"0"
"Ed Rubbert",4,"Louisville","Ind",44,430,873,0.49255441,5496,6.295532646,28,50,4.359679267,101.267354,93,-517,-5.6,1,"0"
"Ed Singler",4,"Oregon State","Pac-10",44,281,513,0.547758285,3399,6.625730994,9,21,5.134502924,108.034308,262,-210,-0.8,5,"1"
"Ed Smith",3,"Michigan State","Big Ten",32,418,789,0.529784537,5706,7.231939163,43,32,6.496831432,123.6,86,-150,-1.7,2,"1"
"EJ Manuel",4,"Florida State","ACC",43,600,897,0.668896321,7741,8.629877369,47,28,8.273132664,150.4285396,298,827,2.8,11,"1"
"Eli Manning",4,"Ole Miss","SEC",43,829,1363,0.608217168,10119,7.424064563,81,35,7.457079971,137.659281,128,-135,-1.1,5,"1"
"Elijah Sindelar",3,"Purdue","Big Ten",17,201,361,0.556786704,2264,6.271468144,18,10,6.022160665,119.2731302,37,-67,-1.8,0,"1"
"Ell Roberson",4,"Kansas State","Big 12",41,307,628,0.488853503,5099,8.119426752,37,26,7.434713376,128.2509554,604,2818,4.7,40,"1"
"Elliot Jacobs",3,"Arkansas State","Sun Belt",36,324,633,0.511848341,3874,6.120063191,22,27,4.895734597,105.5317536,191,549,2.9,10,"0"
"Elvis Grbac",4,"Michigan","Big Ten",48,522,835,0.625149701,6460,7.736526946,71,31,7.766467066,148.1365269,80,-239,-3,1,"1"
